代號,名稱,發行量(股),市值(億),平均日成交額(元),2020年淨利,2021年淨利,2022年淨利,2023年淨利,2020年現金股利,2021年現金股利,2022年現金股利,2023年現金股利,2020年股利發放率,2021年股利發放率,2022年股利發放率,股價,日期,預期現金股利,現金殖利率,股利發放率中位數
2201,裕隆,1070000,733,639845586.3861004,2739210.0,4715516.0,4696692.0,4690523.0,1214015,2148097,2913032.0,2995114.0,0.7842031096557036,0.617754663540533,0.6377071351495904,66.8,2024-06-28,2991179.984683262,0.0418487322273667,0.6377071351495904
3324,雙鴻,90900,727,3676113313.953488,1111383.0,1132673.0,1263555.0,1231843.0,432727,482131,516565.0,577375.0,0.4338117462656888,0.4560583681256638,0.4569448896169933,807.0,2024-06-28,561792.3083670221,0.007658405731573459,0.4560583681256638
4763,材料-KY,86300,723,3303172855.644788,504558.0,357500.0,1249816.0,5175744.0,237649,274960,314103.0,997472.0,0.544952215602567,0.8786097902097902,0.7980950795957165,891.0,2024-06-28,4130735.819647052,0.05372036080708009,0.7980950795957165
3406,玉晶光,112700,710,959955017.3436294,3055708.0,2296634.0,3273566.0,3072720.0,1009721,1130761,908255.0,1360405.0,0.3700487742938789,0.3954722432917043,0.4155728034809746,662.0,2024-06-28,1215175.4714072857,0.016287599774382776,0.3954722432917043
4966,譜瑞-KY,81199,710,1334081841.0852714,3505796.0,5244507.0,4898319.0,2033134.0,1216887,1752708,2622127.0,2439014.0,0.4999458040342336,0.4999758795249963,0.4979287792403883,838.0,2024-06-28,1016456.8123393375,0.014938061100710994,0.4999458040342336
9914,美利達,299000,701,208781660.82239383,3993317.0,4649502.0,3389063.0,1691823.0,1246476,2092887,2395019.0,2094202.0,0.5240973857071702,0.5151130164047677,0.6179294985074045,216.5,2024-06-28,886680.0113792619,0.013697390244297959,0.5240973857071702
2204,中華,553600,700,493836685.1583012,3277320.0,4181835.0,7757796.0,5652246.0,0,3875342,3044912.0,2214481.0,1.1824728741776818,0.7281282020931003,0.2854523372359882,124.0,2024-06-28,4115559.7177679176,0.059953030570691505,0.7281282020931003
3023,信邦,240000,700,233158845.15057915,2113868.0,2331502.0,2880553.0,3283914.0,1233720,1467504,1640858.0,2030999.0,0.6942268864470251,0.7037772217223061,0.7050726023787793,292.0,2024-06-28,2311143.871294985,0.03297865113149236,0.7037772217223061
1319,東陽,591500,698,683453996.2046332,819609.0,687538.0,2151321.0,3019410.0,1064658,473182,502756.0,1478693.0,0.577326505687468,0.7312410368590536,0.6873418704135738,108.0,2024-06-28,2075366.9169454486,0.03248750691815298,0.6873418704135738
3005,神基,611800,697,1010925152.3706564,2577039.0,4273793.0,2565168.0,3744542.0,1632879,2123911,2154075.0,2294771.0,0.8241671934340148,0.5040194974347143,0.8945889703910231,114.0,2024-06-28,3086128.6708357926,0.044248617407875994,0.8241671934340148
5522,遠雄,781600,686,117226776.68339768,3835390.0,6080658.0,5506108.0,3717627.0,3603894,3517183,5080376.0,3126385.0,0.9170339913281308,0.8354977372514619,0.5678030652504455,80.5,2024-06-28,3106068.9464449408,0.04936630937724402,0.8354977372514619
2809,京城銀,1111000,683,164490928.5984556,,,,,1677351,2018222,1222358.0,,,,,60.9,2024-06-28,,,
2404,漢唐,190600,678,579250692.1003861,4033304.0,2769475.0,3999485.0,4655215.0,2477627,3239974,2462131.0,2813801.0,0.8033051810624738,0.8890244540932848,0.703540830881976,366.0,2024-06-28,3739558.3284597443,0.05360636139627728,0.8033051810624738
3105,穩懋,423900,651,749935817.8294574,,,,,2968394,4240414,3391811.0,1059851.0,,,,174.5,2024-06-28,,,
2845,遠東銀,4070000,633,69232641.7915058,,,,,1570524,1124082,,,,,,16.6,2024-06-28,,,
1722,台肥,980000,631,148561706.77606177,2452881.0,3034616.0,2669649.0,3919051.0,2156000,2254000,2744000.0,2450000.0,0.9189194257691262,0.9042330232227076,0.9177236408231944,64.3,2024-06-28,3596605.7522917804,0.057076296573646816,0.9177236408231944
6592,和潤企業,566500,629,107461886.84555984,2585551.0,3141443.0,3623387.0,3689812.0,1596502,1802501,2163002.0,,0.6971438583110524,0.6885377197676354,,112.5,2024-06-28,2556452.25748684,0.04011300982621304,0.692840789039344
2539,櫻花建,857099,625,46999502.2007722,,,,,463789,111784,128209.0,147127.0,,,,75.5,2024-06-28,,,
2211,長榮鋼,417100,613,216729974.8764479,1043649.0,1278260.0,2594677.0,3669814.0,788073,872378,1251274.0,2085457.0,0.835892143814635,0.9788884890397884,0.803744358160958,139.5,2024-06-28,3067568.691860961,0.05272054597602941,0.835892143814635
2206,三陽工業,797500,611,677562686.0501931,1938344.0,1830190.0,3116035.0,6297521.0,811180,1044001,1036931.0,1435481.0,0.5386046026917822,0.5665701375267049,0.4606755058913009,78.9,2024-06-28,3391873.7961481554,0.05390536485052156,0.5386046026917822
6531,愛普*,162200,581,2177301217.050193,811710.0,2025457.0,1941696.0,1444970.0,73682,370373,968275.0,1132442.0,0.4562873440021682,0.4780526073868761,0.5832231204060779,386.5,2024-06-28,690771.6760958143,0.011018796785081813,0.4780526073868761
2492,華新科,485800,573,475518384.2200772,6632254.0,7931941.0,1650587.0,1984596.0,2671900,2914858,2186104.0,1165922.0,0.4394973413261916,0.275607698040114,0.7063680981372081,118.0,2024-06-28,872224.6656065945,0.015215591713242433,0.4394973413261916
9917,中保科,451200,571,80414242.97297297,,,,,1804788,2255986,2255986.0,2255986.0,,,,131.5,2024-06-28,,,
2504,國產,1180000,566,218485547.69498068,2472927.0,2848871.0,4132218.0,3530978.0,413643,1770000,2124000.0,2360000.0,0.7157510108466607,0.7455585037019928,0.5711218527192902,43.1,2024-06-28,2527301.07277732,0.04969328469026151,0.7157510108466607
6412,群電,399000,559,136459473.33976835,2136627.0,2827207.0,3246597.0,3294677.0,1241072,1568589,2056020.0,2354337.0,0.7341426463299396,0.7272265525658361,0.7251706941144835,136.5,2024-06-28,2395976.5965279513,0.04399233608798464,0.7272265525658361
3706,神達,1207000,554,1130212161.895753,2918705.0,11960937.0,9294214.0,1783630.0,1070961,1196009,2395106.0,1562129.0,0.4097738551857758,0.2002440109834204,0.1680754284332166,44.3,2024-06-28,357161.2253103581,0.006679643862838449,0.2002440109834204
1802,台玻,2908000,553,212655966.34362933,,,,,87,1454149,4782942.0,448300.0,,,,19.35,2024-06-28,,,
6139,亞翔,233000,540,1397601095.19305,,,,,338311,225541,338311.0,789393.0,,,,240.5,2024-06-28,,,
5904,寶雅,103500,538,149718949.6124031,,,,,1670414,1826710,1109454.0,2442151.0,,,,492.0,2024-06-28,,,
5434,崇越,188700,537,196305557.2586873,2068350.0,2294458.0,3018478.0,2835024.0,1181047,1453597,1598956.0,1816996.0,0.7027809606691324,0.6968774324916821,0.6019576753582434,275.0,2024-06-28,1975664.2461722987,0.03807225025142937,0.6968774324916821
6781,AES-KY,85399,536,271056050.03474903,903332.0,2434939.0,3217839.0,1968225.0,145231,452677,1281282.0,1622920.0,0.5011191898438226,0.5262070220239603,0.5043509013347156,631.0,2024-06-28,992676.0527795206,0.018421517400301374,0.5043509013347156
6005,群益證,2171000,532,155316840.91119692,3569529.0,5249590.0,840040.0,4131510.0,1910332,2650236,3728193.0,1122599.0,0.7424609801461202,0.7101874622589573,1.3363637445835912,25.1,2024-06-28,3067484.964083497,0.05629228758083276,0.7424609801461202
2889,國票金,3447000,529,92558690.0,,,,,1851242,1876213,1948381.0,0.0,,,,16.1,2024-06-28,,,
3665,貿聯-KY,163400,529,517587225.4362934,,,,,1174657,1082724,1385649.0,1564463.0,,,,374.0,2024-06-28,,,
2637,慧洋-KY,746400,528,401071757.5444015,111414.0,8244741.0,10568984.0,3270134.0,1033735,1119613,4105251.0,4851660.0,10.04912309045542,0.4979235854710293,0.4590469623191784,68.0,2024-06-28,1628276.846250719,0.03208098571674861,0.4979235854710293
1808,潤隆,451000,528,202721232.1930502,117248.0,1671830.0,156636.0,7701546.0,616661,74000,784393.0,270616.0,0.6311408296943232,0.4691822733172631,1.7276743532776628,112.5,2024-06-28,4860760.132368996,0.09580212135735887,0.6311408296943232
2451,創見,429099,521,107018732.15830116,1197735.0,2533294.0,2454344.0,1984835.0,1930778,1308638,2574370.0,2402745.0,1.092593937724121,1.0162144622771774,0.9789764596975812,115.0,2024-06-28,2017018.0322339213,0.04087468681310538,1.0162144622771774
4919,新唐,419799,521,443810214.3011583,532785.0,2940752.0,4220773.0,2420434.0,345065,311733,2098826.0,2938357.0,0.5851009318956052,0.7137038417384397,0.6961656075794647,128.0,2024-06-28,1685022.906215994,0.031358439288355744,0.6961656075794647
2548,華固,276800,513,229836154.13513517,2780065.0,2920173.0,2957246.0,3581783.0,2076095,1937689,2076095.0,2076095.0,0.6969941350292169,0.7109493170438874,0.7020366246162815,136.5,2024-06-28,2514542.8474279786,0.06655187616263256,0.7020366246162815
1210,大成,894800,510,138122001.07335907,3122071.0,1869385.0,2193061.0,4069204.0,1720349,2111337,1208154.0,1268561.0,0.6762616865535729,0.6462842057682072,0.5784430984819847,57.2,2024-06-28,2629862.275248812,0.05138199955705248,0.6462842057682072
6147,頎邦,744700,509,361297624.03100777,3661089.0,6137294.0,6208691.0,3994638.0,2747900,2551788,4432052.0,4062715.0,0.6970024492712414,0.7221508371604815,0.6543593488546942,67.1,2024-06-28,2784272.4699519733,0.05571958321571742,0.6970024492712414
4915,致伸,462900,509,362750389.0965251,1919265.0,2298282.0,2742609.0,2485289.0,1076876,1354873,1411230.0,1791794.0,0.7059332609097754,0.6140369197513621,0.6533173339692242,94.2,2024-06-28,1623682.3836230393,0.03723599773290786,0.6533173339692242
6223,旺矽,94200,506,1065715209.3023256,714482.0,693851.0,1213625.0,1311899.0,199897,415716,376314.0,659618.0,0.5818425096783404,0.5423556354318146,0.5435105572149552,530.0,2024-06-28,713030.9564997426,0.014281756129065869,0.5435105572149552
2006,東和鋼鐵,730200,502,131583271.25868726,3562064.0,5906247.0,3994004.0,4729346.0,1355482,1634807,4673368.0,2555748.0,0.4589493619429634,0.7912584759831413,0.6398962044104112,69.6,2024-06-28,3026290.5547435605,0.05954695443902081,0.6398962044104112
2923,鼎固-KY,1740000,501,1712660.2625482625,,,,,3880863,2088356,2088356.0,1044178.0,,,,32.25,2024-06-28,,,
3376,新日興,187700,499,1017358949.5289576,1672971.0,1169603.0,1659184.0,807404.0,727018,1344184,962426.0,1126490.0,0.8034711898771706,0.8228655364256077,0.6789421788059673,245.0,2024-06-28,648725.852591587,0.014106875987335132,0.8034711898771706
2634,漢翔,941900,498,863538859.8803089,395858.0,558013.0,1627333.0,2225899.0,1120822,188373,329653.0,1017216.0,0.4758600306170394,0.5907622223855,0.6250816520036158,53.4,2024-06-28,1314977.040045662,0.026144004887039267,0.5907622223855
1907,永豐餘,1660000,496,151931927.87258688,5209079.0,5204254.0,2169510.0,1826693.0,1162260,2490557,2490557.0,,0.4781184927316326,0.4785617688913723,,30.75,2024-06-28,873780.5685724559,0.017117848341119717,0.47834013081150245
2458,義隆,303900,491,448694660.4633204,,,,,1894375,2622980,3930593.0,2329239.0,,,,154.0,2024-06-28,,,
2337,旺宏,1856000,483,313745975.44401544,,,,,2205564,2227424,3337236.0,3336966.0,,,,26.05,2024-06-28,,,
3374,精材,271400,476,495962693.7984496,,,,,678411,814093,814093.0,,,,,180.0,2024-06-28,,,
2606,裕民,845100,476,542623440.7297298,878425.0,4892584.0,4404312.0,2738915.0,1605609,1014081,2535170.0,2535220.0,1.1544309417423229,0.5181658608211939,0.5756222538276126,55.8,2024-06-28,1576580.4253422555,0.0334328830746898,0.5756222538276126
6274,台燿,272000,471,2111863860.4651165,1775561.0,1881242.0,1261424.0,823435.0,1221000,1287000,1347000.0,1076608.0,0.724841331838219,0.7160163338900577,0.8534862187496036,162.5,2024-06-28,596859.7220822038,0.01350361362176932,0.724841331838219
6414,樺漢,137000,459,601749298.2664093,1111524.0,1334944.0,3452916.0,2260964.0,331678,480785,742259.0,1604720.0,0.4325457659933568,0.5560225747297265,0.4647434226607308,335.5,2024-06-28,1050768.1478726966,0.022860925470703855,0.4647434226607308
2903,遠百,1417000,454,77337164.45559846,,,,,1131061,1556294,1273077.0,1556870.0,,,,34.0,2024-06-28,,,
8996,高力,89800,453,1746733650.4864864,112524.0,149156.0,301020.0,576526.0,178768,151953,134076.0,134076.0,1.3504052468806655,0.8988977982783126,0.4454056208889774,482.0,2024-06-28,518237.95205020247,0.01197307876540312,0.8988977982783126
5508,永信建,217399,452,237564775.19379845,,,,,391588,726340,1740751.0,1379668.0,,,,214.5,2024-06-28,,,
8112,至上,520100,441,696078333.9034749,1595129.0,2881045.0,2206969.0,2162204.0,1016716,1135489,1713986.0,1922948.0,0.7118477565137366,0.5949181633747477,0.8713072091180257,81.8,2024-06-28,1539160.0665250272,0.03617792296208382,0.7118477565137366
1560,中砂,144100,440,889405832.5328186,,,,,394800,396113,400280.0,576239.0,,,,328.0,2024-06-28,,,
2363,矽統,749599,432,2281987800.011583,299468.0,198311.0,483657.0,571261.0,192262,504774,545156.0,749589.0,1.6855690758278012,2.748995265013035,1.5498359374515411,56.5,2024-06-28,962899.8758264655,0.022735456795359283,1.6855690758278012
4766,南寶,120600,430,179170071.93050194,,,,,751745,861339,760867.0,1264062.0,,,,342.0,2024-06-28,,,
6643,M31,34800,427,1463392310.0775194,,,,,234885,248856,197782.0,253584.0,,,,1135.0,2024-06-28,,,
5903,全家,223200,426,16015410.85271318,,,,,1450930,1674150,1049134.0,1450930.0,,,,191.0,2024-06-28,,,
2015,豐興,581600,424,16896062.177606177,,,,,1744798,2035598,2907997.0,2326398.0,,,,77.1,2024-06-28,,,
3189,景碩,454400,421,347374367.4285714,,,,,451039,450847,2028798.0,3438175.0,,,,92.4,2024-06-28,,,
3030,德律,236200,418,208595442.4208494,,,,,779513,779513,779513.0,1062972.0,,,,171.5,2024-06-28,,,
6213,聯茂,363000,414,723396643.6254827,,,,,1664786,1664786,1914786.0,1088872.0,,,,116.0,2024-06-28,,,
3680,家登,94300,409,707478670.5426357,,,,,150616,406630,234715.0,683351.0,,,,446.5,2024-06-28,,,
2392,正崴,512299,408,272826848.3320464,1967432.0,921042.0,1522518.0,1457132.0,1212061,1280818,768490.0,1127119.0,0.6510100476153686,0.8343702024446225,0.7402992936700913,79.0,2024-06-28,1078713.7903840875,0.026653584999327986,0.7402992936700913
2530,華建,840000,407,53872755.90733591,,,,,27075,0,0.0,345035.0,,,,48.3,2024-06-28,,,
1609,大亞,736800,405,1479542102.7799227,850045.0,1408768.0,841475.0,2762030.0,176117,205811,223513.0,339205.0,0.2421177702356934,0.1586584874159549,0.4031076383730949,55.8,2024-06-28,668736.5449240922,0.016265643179556182,0.2421177702356934
9933,中鼎,809200,401,117446274.64478764,766548.0,1642175.0,2379298.0,1891316.0,2041924,2066848,2405179.0,2267317.0,2.6963060369344123,1.4646301399059174,0.9529352775482516,53.0,2024-06-28,2770078.4176863,0.06458926164407194,1.4646301399059174
2855,統一證,1456000,397,62074989.7027027,,,,,1372390,2099757,2751521.0,567774.0,,,,29.45,2024-06-28,,,
1773,勝一,250000,395,83301706.76833977,,,,,330000,628000,600000.0,900000.0,,,,150.0,2024-06-28,,,
6605,帝寶,165799,393,215769780.6023166,590450.0,1135836.0,1800307.0,2368991.0,248725,232143,497449.0,829082.0,0.3931628419002456,0.4379584728781268,0.4605225664289479,238.5,2024-06-28,1037519.6806220264,0.026237717598624134,0.4379584728781268
6548,長科*,950500,391,76369434.10852714,,,,,437957,467445,888535.0,1776990.0,,,,38.8,2024-06-28,,,
2501,國建,1160000,390,263868445.6872587,1483980.0,847539.0,1207749.0,2164437.0,1159561,1159561,695737.0,579781.0,0.7813858677340665,0.8208908380617294,0.4800509046167705,30.2,2024-06-28,1691260.4834007197,0.04827758858759761,0.7813858677340665
6670,復盛應用,134000,389,93176963.23938224,,,,,1048240,864798,1572360.0,2916496.0,,,,284.0,2024-06-28,,,
1227,佳格,915100,386,27438642.030888032,,,,,2431245,2304554,1759502.0,1171862.0,,,,42.75,2024-06-28,,,
1314,中石化,3785000,382,167958653.53667954,,,,,985455,0,1513940.0,0.0,,,,10.35,2024-06-28,,,
1434,福懋,1685000,379,28614425.7027027,,,,,4209383,1684507,1645984.0,2470288.0,,,,22.5,2024-06-28,,,
6257,矽格,464600,378,302907757.6216216,1783299.0,2787446.0,3033285.0,1737319.0,927360,1276239,1871550.0,1918312.0,0.7156618155452339,0.6714210786504923,0.6324206264825099,76.8,2024-06-28,1166472.5969399945,0.032691444839983166,0.6714210786504923
3131,弘塑,29200,374,742820406.9767442,396873.0,669510.0,722106.0,616340.0,228172,313736,484865.0,517680.0,0.7905198892340874,0.7242087496826037,0.7169030585537304,1355.0,2024-06-28,446358.82077937596,0.01128137342110337,0.7242087496826037
3042,晶技,309800,367,322350088.63320464,1429287.0,3116984.0,2805504.0,1713702.0,774393,1177077,2323178.0,2168299.0,0.8235413881186914,0.745328817857262,0.7728732520074825,115.0,2024-06-28,1324474.4377117266,0.03717614274880643,0.7728732520074825
8210,勤誠,120600,367,1762938091.054054,976857.0,672901.0,998685.0,1085456.0,550739,483644,362309.0,482528.0,0.4951021490351198,0.538428386939535,0.4831633598181609,301.0,2024-06-28,537411.598283065,0.014804482523238323,0.4951021490351198
8415,大國鋼,1032000,366,9589775.193798449,,,,,1444100,1432095,1856700.0,1839508.0,,,,34.3,2024-06-28,,,
3264,欣銓,490200,366,488224251.93798447,1782498.0,2580294.0,3545699.0,2746261.0,616211,947881,1326974.0,1658717.0,0.5317711436422369,0.5142724046174583,0.4678110014414647,68.5,2024-06-28,1412326.2481771456,0.04206018244235619,0.5142724046174583
6491,晶碩,78000,363,346405808.8416988,715359.0,1248574.0,1542135.0,1655902.0,175000,350000,595000.0,707500.0,0.4892648306654421,0.4765436409856364,0.4587795491315611,479.0,2024-06-28,789109.5681953973,0.021120645795069785,0.4765436409856364
3596,智易,220400,358,464434119.6177606,1713942.0,1787544.0,2013156.0,2420569.0,979876,1354449,1478345.0,1432299.0,0.7902536958660211,0.8270257962880914,0.7114694539320351,162.0,2024-06-28,1912863.5983487188,0.05357441011709123,0.7902536958660211
1514,亞力,261900,356,1811373417.8494208,,,,,143506,151682,181509.0,240553.0,,,,149.0,2024-06-28,,,
2362,藍天,632300,355,205815328.96139,666944.0,1796350.0,824526.0,1060090.0,248906,373358,1228952.0,877824.0,0.5598041214854621,0.6841383917388036,1.0646407754273364,53.5,2024-06-28,725248.2676983883,0.021439257293825342,0.6841383917388036
2597,潤弘,185000,354,43245108.68339768,,,,,607500,877500,1664550.0,1849500.0,,,,182.5,2024-06-28,,,
4123,晟德,716300,354,171576468.99224806,,,,,623667,1052258,1749726.0,589922.0,,,,54.4,2024-06-28,,,
2441,超豐,568800,354,61482414.02702703,,,,,1308346,1763422,2844230.0,2104730.0,,,,62.9,2024-06-28,,,
8070,長華*,689400,352,102112655.4980695,997299.0,1725500.0,2163818.0,1477214.0,804887,867449,1378839.0,1666711.0,0.869798325276572,0.7990953346855983,0.7702639501104067,45.35,2024-06-28,1180434.8157322514,0.037756648743094805,0.7990953346855983
6515,穎崴,34800,351,763762231.8610039,530965.0,486629.0,1100232.0,464038.0,366564,439907,376200.0,754468.0,0.8285047036998672,0.7730735324035354,0.6857353721760502,1050.0,2024-06-28,358735.49582947174,0.009817610723302455,0.7730735324035354
8926,台汽電,730300,349,153065688.99227798,1068547.0,897884.0,906774.0,1252275.0,1001383,1119192,1030835.0,618501.0,1.0473961369972495,1.1480714658018183,0.6820894732314777,47.9,2024-06-28,1311627.9974582307,0.037495043717791235,1.0473961369972495
6214,精誠,272300,349,144101719.85328186,1666345.0,1213916.0,1091229.0,1494266.0,1346967,1346967,1131452.0,1361517.0,0.8083362088883155,0.9320677872274524,1.2476913645073582,124.5,2024-06-28,1392757.2041492164,0.04108264727361054,0.9320677872274524
5534,長虹,290300,347,135270594.57142857,2619719.0,1280214.0,2852343.0,1836036.0,1829054,1451630,1280215.0,1596793.0,0.5541166819800138,1.0000007811194065,0.5598180162764436,109.5,2024-06-28,1027846.0313321364,0.03233455648406974,0.5598180162764436
6278,台表科,292400,344,231799606.73359072,2193738.0,3713185.0,4041920.0,2507016.0,818714,964914,1754390.0,2046788.0,0.4398492436197941,0.472475785612621,0.5063900324598211,120.0,2024-06-28,1184504.3541434107,0.03375810402825498,0.472475785612621
2607,榮運,1067000,343,133028972.58301158,,,,,320142,320142,426856.0,1333926.0,,,,31.75,2024-06-28,,,
8016,矽創,120100,340,425114171.2239382,1384818.0,6005760.0,3610165.0,1858341.0,780890,899368,3830363.0,2629679.0,0.6494485195888557,0.6377815630328219,0.7284096433265516,258.5,2024-06-28,1206896.8113412738,0.038874658330864634,0.6494485195888557
2329,華泰,560300,340,1610255503.4440155,266123.0,1530581.0,1448653.0,1881210.0,82849,0,733916.0,625165.0,0.0,0.4795015748921488,0.4315491701601419,58.9,2024-06-28,811834.6143969605,0.024599804021946784,0.4315491701601419
3010,華立,250799,337,126335134.70656373,1859120.0,2843277.0,2484800.0,2113717.0,763587,1018117,1604922.0,1439709.0,0.5476338267567451,0.5644620626129638,0.579406390856407,142.0,2024-06-28,1193113.057600086,0.03350174694072353,0.5644620626129638
8478,東哥遊艇,88900,336,605707720.1891892,,,,,45447,89972,439861.0,879723.0,,,,400.5,2024-06-28,,,
3260,威剛,295900,336,1091533542.635659,1350659.0,2247354.0,829584.0,1409388.0,311159,808194,1421581.0,526931.0,0.5983701289518673,0.6325576655925146,0.6351749792667168,108.0,2024-06-28,891519.183194103,0.027897287096307028,0.6325576655925146
6191,精成科,474300,334,344003159.33976835,1763154.0,2891371.0,2472580.0,3158956.0,257773,412438,825287.0,1233188.0,0.2339205764215718,0.2854310290862016,0.4987454399857638,74.3,2024-06-28,901664.0619180311,0.0255860251068595,0.2854310290862016
