代號,公司名稱,2023 第一季,2023 第二季,2023 第三季,2023 第四季,2024 第一季
8070.0,長華*,340491.0,721343.0,1025094.0,1391338.0,387393.0
8112.0,至上,296341.0,1499624.0,2769755.0,4479885.0,1282515.0
8210.0,勤誠,211866.0,466540.0,670412.0,1127293.0,291374.0
8299.0,群聯,-75501.0,3983742.0,6879502.0,-50601.0,-39169.0
8415.0,大國鋼,1121245.0,57.0,3343925.0,1741.0,1117040.0
8454.0,富邦媒,1517005.0,3158370.0,1597.0,6320978.0,289.0
8464.0,億豐,1871059.0,3893536.0,5964057.0,7961779.0,1874785.0
8478.0,東哥遊艇,626476.0,1169915.0,1646569.0,113097.0,535899.0
8926.0,台汽電,167249.0,251500.0,-32149.0,543258.0,172241.0
8996.0,高力,164618.0,262225.0,377981.0,512511.0,115352.0
9904.0,寶成,13409549.0,26614679.0,39054909.0,50895402.0,3790461.0
9910.0,豐泰,926905.0,62268.0,4289148.0,2677760.0,12734.0
9914.0,美利達,365216.0,627769.0,815070.0,1145441.0,311947.0
9917.0,中保科,2400.0,6900.0,13235.0,5194.0,695734.0
9921.0,巨大,2714807.0,5815481.0,4431737.0,12263973.0,2693622.0
9933.0,中鼎,41845.0,126986.0,2569439.0,3278959.0,929163.0
9939.0,宏全,517159.0,1132099.0,1755265.0,3181838.0,584707.0
9941.0,裕融,1966700.0,4043312.0,6245889.0,8503979.0,2331066.0
9945.0,潤泰新,1024601.0,2345901.0,3188768.0,5016398.0,1266747.0
9958.0,世紀鋼,73134.0,375481.0,917868.0,1956074.0,1060381.0
