代號,名稱,發行量(股),市值(億),平均日成交額(元),2020年淨利,2021年淨利,2022年淨利,2023年淨利,2020年現金股利,2021年現金股利,2022年現金股利,2023年現金股利,2020年股利發放率,2021年股利發放率,2022年股利發放率,股價,日期,平均股利發放率,預期現金股利,現金殖利率
1476,儒鴻,274400,1468,377823149.76061773,4254534,5148611,6790348,5176467,3018038,3018038,3292406.0,4664241.0,0.7093698158247178,0.6394746078116991,0.6868927778075586,529.0,2024-06-28,0.6785790671479918,3512642.1479823636,0.024198816651572936
2385,群光,760100,1463,830055462.938224,5466764,6154426,7320081,7463959,4142372,3893613,4358347.0,5420175.0,0.7122335992554278,0.708164660684847,0.7404528720378913,171.0,2024-06-28,0.7202837106593888,5376168.084729541,0.0413624252636006
2888,新光金,15490000,1460,452099042.980695,,,,,5073890,5471450,6727850.0,0.0,,,,9.84,2024-06-28,,,
3702,大聯大,1679000,1447,588329866.7451737,8123355,11496933,10512466,8109407,4144804,5605076,6276699.0,6864369.0,0.6899952051830801,0.5459455143384762,0.6529741927346067,89.8,2024-06-28,0.6296383040853876,5105993.2706181705,0.03386516572873987
6239,力成,759100,1446,820457315.7258687,6662262,8898398,8686730,8008511,3484785,3856288,5086309.0,5231426.0,0.578825630093803,0.5715982809489978,0.6022319100513082,188.0,2024-06-28,0.5842186070313696,4678721.140815401,0.03278463256330566
1503,士電,521000,1404,2316248112.6640925,1526129,1804914,2009900,2348269,833556,833556,937750.0,1041944.0,0.5461897388752851,0.5195538402383715,0.5184058908403403,296.5,2024-06-28,0.528049823317999,1240003.0305531342,0.008027130537998558
2347,聯強,1668000,1381,368938106.2934363,,,,,4336662,5504225,8339735.0,5837814.0,,,,73.1,2024-06-28,,,
9945,潤泰新,2844000,1294,360211340.765873,8557651,16242546,9155086,7744515,1003254,1504881,4213667.0,0.0,0.17585211175356416,0.2594215832911909,0.0,43.6,2024-06-28,0.21763684752237755,1685491.830189766,0.013592851441548969
8299,群聯,204800,1290,1428641461.2403102,8699044,8147215,5401146,3624428,2561962,4532702,4532738.0,2836702.0,0.5210574863168872,0.5563542879376572,0.5252037252834861,617.0,2024-06-28,0.5342051665126769,1936188.1632532086,0.015322599296409738
3036,文曄,1116000,1278,1373744642.111969,3794178,7923257,7631123,4012142,1645111,2589627,4701032.0,4082065.0,0.6825264919041752,0.5933206508384116,0.5349232347585015,124.0,2024-06-28,0.6035901258336961,2421689.294642657,0.01749977811483016
8046,南電,646200,1254,983727477.6718147,3665917,10581525,19415584,5816589,452316,2196962,6461655.0,11630978.0,0.599293982924327,0.6106544189046474,0.5990537292105146,186.0,2024-06-28,0.6030007103464964,3507407.298793617,0.02918141208315959
1504,東元,2139000,1238,936173660.2200773,3511358,5013134,3457667,5830061,1918798,2459616,2887375.0,3208195.0,0.7004742894344581,0.575962062853297,0.927849616518884,53.5,2024-06-28,0.734761989602213,4283707.219862267,0.0374330499435256
3481,群創,9079000,1235,1185987111.4404762,,,,,3247,3141271,11087601.0,0.0,,,,14.35,2024-06-28,,,
5483,中美晶,586200,1234,1058230627.9069767,,,,,2931109,5275995,8551737.0,8742111.0,,,,217.5,2024-06-28,,,
2360,致茂,425400,1204,692632574.3783784,2323776,4179232,5105824,3979247,1288777,1927668,3039348.0,3403176.0,0.8295412294472445,0.7272503656174149,0.6665282626271489,318.0,2024-06-28,0.7411066192306027,2949046.2912535183,0.02180002462538786
2449,京元電子,1223000,1173,1612448935.3436294,,,,,2200941,2445490,3668235.0,4279608.0,,,,119.0,2024-06-28,,,
4958,臻鼎-KY,947000,1146,551681207.2664093,8094547,9651297,14197040,6188729,4060034,4261721,4735246.0,5682295.0,0.5264928352383401,0.49063312423190375,0.40024505108107045,129.5,2024-06-28,0.47245700351710473,2923908.358919408,0.023842072783546563
2059,川湖,95300,1139,1578185783.3359072,1164589,2072520,4056145,2704319,762377,583218,1036832.0,1905941.0,0.5007929836191137,0.5002759925115319,0.4698897598581905,1240.0,2024-06-28,0.49031957866294534,1325980.5526501976,0.01122076763235113
3044,健鼎,525600,1117,1410343943.8841698,6125520,5858365,6200335,6061791,3810642,3863203,3679241.0,3915764.0,0.6306734775170107,0.6280320533118029,0.6315407151387787,218.5,2024-06-28,0.6300820819891975,3819425.8938633795,0.03325762945312912
1229,聯華,1584000,1061,72137417.11969112,,,,,1758068,2166819,2527139.0,1916414.0,,,,68.3,2024-06-28,,,
8464,億豐,293000,1061,176462108.8108108,,,,,2930202,2930202,3223222.0,3223222.0,,,,390.0,2024-06-28,,,
2344,華邦電,4180000,1030,886067714.2509652,,,,,398000,796000,3980000.0,3980000.0,,,,25.7,2024-06-28,,,
8454,富邦媒,240300,1021,377434627.6061776,1943304,3280300,3434626,3628069,1190497,1400585,2366989.0,3278331.0,0.720723571813777,0.7215769899094595,0.9544943175763533,429.5,2024-06-28,0.7989316264331966,2898579.0669818614,0.02808459804543759
6176,瑞儀,465000,1018,546326945.8764479,5227665,5189975,6726974,5275963,3720218,3720218,3720218.0,4650273.0,0.711640474284408,0.716808462468509,0.6912874941987289,189.5,2024-06-28,0.7065788103172154,3727883.6598176467,0.04230582642287453
2542,興富發,1884000,972,217473824.16216215,2645801,8186868,3740998,2437372,2795749,2584670,6703621.0,1057848.0,0.9768950877257965,0.8188260761013858,0.28277160265790036,52.1,2024-06-28,0.6928309221616943,1688686.6904110932,0.017204040596548908
2354,鴻準,1414000,972,823254558.8996139,4718343,4488906,4266446,4260720,3536213,2546073,2404625.0,2263176.0,0.5396116814737716,0.5356817451735456,0.5304593096924232,71.3,2024-06-28,0.5352509121132468,2280554.266259153,0.022620462042162556
2812,台中銀,5226000,964,91332313.11196911,,,,,1038474,1134630,1504634.0,,,,,18.3,2024-06-28,,,
1513,中興電,503100,961,3874005093.8416986,1527368,1957171,2434238,1585695,504000,1047495,1333176.0,1667144.0,0.6858170395084878,0.6811750225197492,0.6848730485679707,188.0,2024-06-28,0.6839550368654025,1084544.0821822844,0.011466610019816336
1477,聚陽,241900,928,841225787.8030888,,,,,1099283,1934853,2297638.0,3506920.0,,,,421.0,2024-06-28,,,
9958,世紀鋼,256900,912,1502525395.1505792,766996,1259841,369465,1046617,210557,689969,694645.0,116626.0,0.8995731398859969,0.5513751338462552,0.31566183535652903,302.0,2024-06-28,0.588870036362927,616321.3908480576,0.007943944365293496
2027,大成鋼,2434000,896,314581384.73745173,573421,9672917,12025615,5330802,2090438,2140137,3184023.0,4287813.0,3.732226409566444,0.32916885361468523,0.3565566501172705,35.9,2024-06-28,1.4726506377661333,7850408.9651049785,0.08984155482000557
9941,裕融,548200,855,182172099.14671814,3139301,5153626,5803991,6274510,1626524,1860808,2301806.0,2990964.0,0.5927459647864286,0.4466381534088814,0.5153288487180632,149.5,2024-06-28,0.5182376556377911,3251687.3526758766,0.03967606179269432
3035,智原,260600,825,5468171993.644788,268446,1155930,2454597,1589472,273405,248550,820216.0,1242752.0,0.9258845354372947,0.7095723789502825,0.5062957381598691,336.0,2024-06-28,0.7139175508491488,1134751.957383298,0.01295947033155285
2540,愛山林,416599,817,130925370.56370656,906148,1132065,444615,1507668,564410,435118,,,0.4801842524620702,,,187.0,2024-06-28,0.4801842524620702,723958.4315409844,0.009292954286462552
6472,保瑞,101600,792,1611004321.3032787,578426,749736,1391916,3030142,83254,109766,238802.0,619134.0,0.189766711731492,0.3185147838705891,0.44480701421637514,829.0,2024-06-28,0.3176961699394854,962664.5077727722,0.011429486571582926
6121,新普,185000,774,482357720.9302326,5050175,6382227,7237486,5673062,2682073,3532937,4809233.0,5105186.0,0.6995672427193117,0.7535352471793937,0.7053811226716017,427.5,2024-06-28,0.7194945375234356,4081737.120031777,0.051610395069154755
2915,潤泰全,1104000,754,209497946.78764477,7908311,15567663,12168391,7499620,2746894,1098758,3570962.0,2168385.0,0.13893712576553957,0.2293833056381038,0.17819816933890437,68.2,2024-06-28,0.18217286691418258,1366227.276166942,0.018145523558254467
6285,啟碁,485300,750,1418673092.3281853,1466920,1232154,3121720,3802830,975581,993836,832551.0,2024042.0,0.6774984320890028,0.6756874546525841,0.6483739733223992,161.0,2024-06-28,0.6671866200213287,2537197.2942157094,0.032472675468919264
2352,佳世達,1967000,744,627128957.6911197,4988479,8307546,8251930,2975733,1475086,2950173,4916955.0,3933564.0,0.5913972976532527,0.591866117864409,0.4766841211692295,38.4,2024-06-28,0.5533158455622971,1646520.2210626309,0.021798744665398752
2049,上銀,353800,736,426268996.6756757,1929730,3532230,4479381,2034748,557242,661733,1533565.0,1945857.0,0.342914811916693,0.43416340385535485,0.43440310167855783,213.0,2024-06-28,0.40382710581686854,821686.3959066616,0.01090356871082654
2201,裕隆,1070000,733,639845586.3861004,2739210,4715516,4696692,4690523,1214015,2148097,2913032.0,2995114.0,0.7842031096557036,0.617754663540533,0.6377071351495904,66.8,2024-06-28,0.6798883027819423,3189031.721629665,0.04461681853530786
3324,雙鴻,90900,727,3676113313.9534883,1111383,1132673,1263555,1231843,432727,482131,516565.0,577375.0,0.4338117462656888,0.4560583681256638,0.4569448896169933,807.0,2024-06-28,0.44893833466944866,553021.5449942177,0.007538841858084687
4763,材料-KY,86300,723,3303172855.644788,504558,357500,1249816,5175744,237649,274960,314103.0,997472.0,0.544952215602567,0.8786097902097902,0.7980950795957165,891.0,2024-06-28,0.7405523618026914,3832909.443286109,0.04984711858232263
3406,玉晶光,112700,710,959955017.3436294,3055708,2296634,3273566,3072720,1009721,1130761,908255.0,1360405.0,0.3700487742938789,0.3954722432917043,0.4155728034809746,662.0,2024-06-28,0.39369794035551925,1209723.5352892112,0.016214524769516313
4966,譜瑞-KY,81199,710,1334081841.0852714,3505796,5244507,4898319,2033134,1216887,1752708,2622127.0,2439014.0,0.4999458040342336,0.49997587952499634,0.49792877924038836,838.0,2024-06-28,0.4992834875998728,1015110.2342778798,0.014918271508949943
9914,美利達,299000,701,208781660.82239383,3993317,4649502,3389063,1691823,1246476,2092887,2395019.0,2094202.0,0.5240973857071702,0.5151130164047677,0.6179294985074045,216.5,2024-06-28,0.5523799668731142,934529.1326951727,0.014436561173042902
2204,中華,553600,700,493836685.1583012,3277320,4181835,7757796,5652246,0,3875342,3044912.0,2214481.0,1.1824728741776818,0.7281282020931003,0.2854523372359882,124.0,2024-06-28,0.7320178045022567,4137544.7074266626,0.06027329484760544
3023,信邦,240000,700,233158845.15057915,2113868,2331502,2880553,3283914,1233720,1467504,1640858.0,2030999.0,0.6942268864470251,0.7037772217223061,0.7050726023787793,292.0,2024-06-28,0.7010255701827036,2302107.684280963,0.032849710106748906
