,length_fast,length_slow,return,drawdown,sharp
360,14,20,-0.17950313015623148,5.316473686238881,-0.2619814275867445
90,7,30,-0.17951671239386396,5.144614941915949,-0.2722096282163589
509,17,49,-0.18132143684564295,5.482166967954356,-0.26049727155344254
365,14,25,-0.18346957809898523,5.4801590987566025,-0.2476501262190679
330,13,30,-0.18705648048257176,5.789647301118239,-0.21721898864694147
7,5,27,-0.19000118694534274,6.341844713591941,-0.22223509329445967
495,17,35,-0.19304450355641214,6.057485209918319,-0.22292015995876205
362,14,22,-0.2007954301214767,5.721712997662719,-0.23868916289989806
166,9,26,-0.20314657820483434,4.805446524452229,-0.31532765259630163
454,16,34,-0.21181378755535515,6.078570415144495,-0.2235297722544612
286,12,26,-0.21655623257237944,5.780312555698024,-0.2374746481327967
285,12,25,-0.21655623257237944,5.780312555698024,-0.2374746481327967
93,7,33,-0.21821069095891646,5.549483192687491,-0.25683873021957826
141,8,41,-0.2216577148789425,5.269442784852648,-0.26597093812248374
129,8,29,-0.22318226071334188,5.450840774540834,-0.2650284564024486
491,17,31,-0.22398666744220092,6.186585098056705,-0.22635525996983288
366,14,26,-0.2263047688792932,5.4801590987566025,-0.25944636331639653
546,18,46,-0.23910653041682514,5.581371415523535,-0.26936694407736705
364,14,24,-0.23968644747826917,5.789647301118239,-0.24813930126266898
548,18,48,-0.2441404802541559,5.590011400494899,-0.2701293662872662
508,17,48,-0.2441404802541559,5.590011400494899,-0.2701293662872662
525,18,25,-0.24791083905995132,5.898042478760414,-0.240489248314681
363,14,23,-0.2547028528878366,5.789647301118239,-0.2521052374222306
373,14,33,-0.2602519775570844,5.864378663340861,-0.25887282055665184
210,10,30,-0.2735224990823084,6.110064436469562,-0.23277656260707397
211,10,31,-0.2735224990823084,6.110064436469562,-0.23277656260707397
92,7,32,-0.2747299523647595,5.549483192687491,-0.2726634662211161
253,11,33,-0.27753987336424735,6.056991958022656,-0.22122039031007004
252,11,32,-0.27753987336424735,6.056991958022656,-0.22122039031007004
164,9,24,-0.2796286907994874,5.696954259218371,-0.26556245501029757
206,10,26,-0.2877448828736609,5.518258709174289,-0.2759050309121429
251,11,31,-0.29538630955822226,6.110064436469562,-0.22357383000372588
507,17,47,-0.29728418388562833,5.4287647357761575,-0.3013617684837858
442,16,22,-0.3082888797026151,6.495464169621744,-0.26606018089920436
131,8,31,-0.308630159113695,5.450840774540834,-0.2776712584385947
293,12,33,-0.3114781211408545,5.81156332180099,-0.274991044755625
534,18,34,-0.32218040890297533,6.277795818135331,-0.2407148381209177
324,13,24,-0.32355848222257994,5.780312555698024,-0.2654578762272841
82,7,22,-0.3244776913964346,5.587119385087688,-0.30012536929765693
485,17,25,-0.3323113344848622,6.072000554050391,-0.24759634106202671
200,10,20,-0.34758045281483474,5.347161494161512,-0.3123870448720107
465,16,45,-0.3476181527164689,5.324454416846522,-0.3142334628808572
486,17,26,-0.35012623595377584,5.889022411233293,-0.26531513975327164
374,14,34,-0.35082945170739926,5.654968865890392,-0.271636182216175
321,13,21,-0.3525230229837095,5.316473686238881,-0.31004031692466505
464,16,44,-0.3534756228949079,5.5456348276661895,-0.31512163419264494
530,18,30,-0.35855752053984546,6.186585098056705,-0.2599197497593016
333,13,33,-0.3644294318569369,5.81156332180099,-0.28995334095217357
173,9,33,-0.3651050477001874,6.02152510160736,-0.2453031881210691
371,14,31,-0.3699332618267359,5.864378663340861,-0.28932300357715196
540,18,40,-0.3728344871515699,5.690180013250909,-0.2853207076860262
249,11,29,-0.3735768622613894,6.110064436469562,-0.25744450082891046
489,17,29,-0.3779021599659182,6.240224690943752,-0.2349013858565129
529,18,29,-0.3779021599659182,6.240224690943752,-0.2349013858565129
332,13,32,-0.3800297677992197,5.864378663340861,-0.2921988365683013
372,14,32,-0.39328385480737127,5.864378663340861,-0.2959932265661809
80,7,20,-0.39947122906179905,6.226641083356575,-0.27252307390993774
449,16,29,-0.4029489983657705,6.282273401274637,-0.23813455095752012
160,9,20,-0.4030481247266904,5.559765575800033,-0.3191821270554302
533,18,33,-0.41690135202653983,6.431334358463602,-0.2537627500725204
492,17,32,-0.42146239129067836,6.186585098056705,-0.25266917866507044
493,17,33,-0.42146239129067836,6.186585098056705,-0.25266917866507044
81,7,21,-0.4216304624296029,6.02415583104355,-0.2912886602629636
414,15,34,-0.4273956149254101,6.078570415144495,-0.26126127575406455
287,12,27,-0.4306984204480318,6.183566667041262,-0.2650708501662462
248,11,28,-0.4306984204480318,6.183566667041262,-0.2650708501662462
43,6,23,-0.44311617725660324,6.341844713591941,-0.27543659538588094
242,11,22,-0.44418239289326417,5.518258709174289,-0.3662894010683171
40,6,20,-0.447234924734582,6.4371978861537205,-0.2559544753777759
453,16,33,-0.4509303559637451,6.228657864286797,-0.25700601206442536
11,5,31,-0.4520012516122154,5.907737501601965,-0.28861797332605155
12,5,32,-0.4520012516122154,5.907737501601965,-0.28861797332605155
401,15,21,-0.45518129264240414,6.034738204863533,-0.36253415565674524
483,17,23,-0.4620671009350578,6.186585098056705,-0.27543903251664575
250,11,30,-0.46415452818354497,6.110064436469562,-0.28062471554212254
42,6,22,-0.4669632448664097,6.341844713591941,-0.28163342969570465
531,18,31,-0.46921282815181936,6.604306583603321,-0.259011614692361
5,5,25,-0.4752841880913348,6.341844713591941,-0.28380959617102197
203,10,23,-0.4769979495048572,5.435081959702235,-0.3469632512744256
488,17,28,-0.48668162872843374,6.240224690943752,-0.26031688774749345
126,8,26,-0.5008683926951769,5.144614941915949,-0.38229384716362086
45,6,25,-0.5041988567475251,6.341844713591941,-0.3295368541778218
247,11,27,-0.5091720967978465,6.183566667041262,-0.28439443737816633
212,10,32,-0.5158203650019448,6.110064436469562,-0.27627887630057485
409,15,29,-0.5165271568990637,6.421233806690304,-0.25623720583423165
163,9,23,-0.5198842304985852,5.559765575800033,-0.3488278705625159
288,12,28,-0.5212241529849586,6.183566667041262,-0.2881477686158109
403,15,23,-0.5324116664028837,6.421233806690304,-0.27866878225115155
532,18,32,-0.5410143215416596,6.431334358463602,-0.26783334615265236
244,11,24,-0.5418807184607137,6.046161585436669,-0.3056843017659431
165,9,25,-0.543480527254667,5.450840774540834,-0.3681930121552894
450,16,30,-0.5448710133491019,6.282273401274637,-0.3037252072882354
4,5,24,-0.5475098757605238,6.523837160903815,-0.28940138091044276
527,18,27,-0.5507007924271617,6.0306384786008564,-0.3115696447505477
320,13,20,-0.5640831911748758,5.780312555698024,-0.33392356568164566
412,15,32,-0.5658604794713761,6.282273401274637,-0.3094327182960899
370,14,30,-0.5673762619205716,5.789647301118239,-0.31538490556989346
331,13,31,-0.5774527590293188,5.789647301118239,-0.3181970663272589
521,18,21,-0.5928058717080883,6.292795877175217,-0.286278682174932
452,16,32,-0.5933830800768203,6.228657864286797,-0.2921313794245654
205,10,25,-0.5973225131556165,5.642316861531159,-0.3640340207377201
448,16,28,-0.6124505925924204,6.282273401274637,-0.2946191217347621
443,16,23,-0.6275073427703572,6.495464169621744,-0.2930719565342865
41,6,21,-0.6294934803410512,6.4371978861537205,-0.3011475008979027
528,18,28,-0.6298716335973642,6.240224690943752,-0.2953743238564549
484,17,24,-0.6381598514465636,6.186585098056705,-0.3183504002497587
243,11,23,-0.6445954021077285,5.642316861531159,-0.3793800424817217
451,16,31,-0.6511911035868508,6.282273401274637,-0.3331494115885035
3,5,23,-0.6767905846905504,6.757321166877881,-0.2892255938228836
404,15,24,-0.6876542601920327,6.421233806690304,-0.3148462467468761
407,15,27,-0.6886998822254972,6.421233806690304,-0.3158048858140433
9,5,29,-0.6923790834431225,6.341844713591941,-0.31988014561727546
10,5,30,-0.6923790834431225,6.341844713591941,-0.31988014561727546
411,15,31,-0.6984847391617641,6.282273401274637,-0.34666052275535375
280,12,20,-0.701476462661967,6.095096645663681,-0.34389057546934176
47,6,27,-0.7128263923084233,6.341844713591941,-0.3290827484763071
245,11,25,-0.7154013336624674,6.046161585436669,-0.35481352953447426
481,17,21,-0.7464715858365578,6.536802001384073,-0.35413776332418134
413,15,33,-0.7465152633824395,6.228657864286797,-0.3320973083268976
490,17,30,-0.7478186279744257,6.186585098056705,-0.3283030107998871
444,16,24,-0.7517703600208128,6.495464169621744,-0.3248537088013484
281,12,21,-0.7519732347138551,6.095096645663681,-0.3584637281890869
48,6,28,-0.7578610379439742,6.341844713591941,-0.35420775266773075
204,10,24,-0.7744761706842784,5.947057239181174,-0.3875755723069601
406,15,26,-0.7764309019901897,6.421233806690304,-0.3384532820333486
487,17,27,-0.7973881838732042,6.182879016117498,-0.3663562710562293
446,16,26,-0.801078424669396,6.117981614069315,-0.37395577614976316
445,16,25,-0.8044184171336155,6.495464169621744,-0.3387850081382909
8,5,28,-0.8080123719583668,6.431071841277866,-0.3347698128343965
361,14,21,-0.8107839634213552,5.721712997662719,-0.41994898651123125
441,16,21,-0.8209407781406539,6.536802001384073,-0.35545472247947096
405,15,25,-0.8363072525980799,6.421233806690304,-0.3548497229669726
408,15,28,-0.8363370572101578,6.421233806690304,-0.33457325893139983
1,5,21,-0.8568715958934061,6.879847884271513,-0.3240996315898027
241,11,21,-0.8649956114365932,5.833918310233611,-0.42248416174219633
46,6,26,-0.8703015411115202,6.341844713591941,-0.3730855399861747
447,16,27,-0.9008864671618082,6.421233806690304,-0.37380497851321615
400,15,20,-0.9265500640845366,6.048564349358465,-0.4187761067811855
44,6,24,-0.9275919992084787,6.341844713591941,-0.41407983242591523
0,5,20,-1.0113150090366878,7.142748023320616,-0.3413454303132745
410,15,30,-1.0441098283709123,6.495464169621744,-0.3827352623300984
2,5,22,-1.0866823434130595,6.879847884271513,-0.3838085921091764
480,17,20,-1.1796080216350198,6.731612466855019,-0.42220571285690406
520,18,20,-1.3880749528034377,7.0573132983481335,-0.4443158321462582
440,16,20,-1.5201954068171037,6.517444037752298,-0.5605496434863418
